MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'GALEX 2683628646160140521',09 53 36.436,+46 25 27.78,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1350-07646429',09 43 59.693,+45 37 35.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07522832',09 27 37.858,+44 04 42.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07560545',09 39 13.877,+44 34 34.03,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07669562',09 51 41.678,+45 51 10.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J092647.94+440218.4',09 26 47.949,+44 02 18.47,7.0,7.0,506.0,396.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-07542094',09 33 29.942,+44 30 56.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J095118.92+450432.3',09 51 18.925,+45 04 32.39,7.0,7.0,40.0,39.0,90.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 1275-07518245',09 26 17.510,+44 48 48.85,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV98c] J095251.8+462355',09 52 51.641,+46 23 57.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07612109',09 32 28.680,+45 55 54.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07549094',09 35 39.830,+44 18 53.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07519387',09 26 36.938,+44 45 26.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07532046',09 30 25.894,+44 34 22.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07547425',09 35 09.509,+44 16 19.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07605890',09 30 34.865,+45 28 20.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07642238',09 42 35.208,+46 12 30.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J094640.42+452730.7',09 46 40.422,+45 27 30.72,7.0,7.0,93.0,88.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-07550676',09 36 10.253,+44 17 15.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683804559430652105',09 36 34.013,+44 10 18.47,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1275-07544453',09 34 13.913,+43 52 38.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07552444',09 36 43.517,+44 37 12.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-07558595',09 38 37.404,+44 54 40.39,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09501180+4553199',09 50 11.81,+45 53 19.9,6.0,6.0,260.0,240.0,18.0,B,I,b'2003yCat.2246....0C'
b'GALEX 2683628646160138977',09 52 35.328,+46 04 07.24,7.0,7.0,60.0,56.0,146.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-07650288',09 45 13.140,+52 23 41.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07651297',09 45 34.330,+49 37 43.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07632872',09 39 25.699,+51 24 34.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683628624685303173',09 51 27.108,+49 32 49.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07621761',09 35 47.042,+51 06 20.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07666344',09 50 35.707,+52 21 08.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07662114',09 49 10.430,+49 56 20.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B0950+521',09 54.2,+51 57,3.0,3.0,,,0.0,E,,b''
b'USNO-A2.0 1350-07648457',09 44 38.448,+51 01 48.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07633598',09 39 39.895,+52 19 46.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07650274',09 45 12.766,+52 03 21.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07595571',09 27 11.611,+50 15 19.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07625970',09 37 10.682,+51 10 38.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07588141',09 24 42.610,+50 19 37.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07605506',09 30 28.171,+49 45 21.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683628620390336143',09 49 05.239,+50 29 48.25,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1350-07592836',09 26 16.382,+50 38 49.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07669508',09 51 40.562,+49 55 15.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07627514',09 37 40.560,+50 50 35.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07670178',09 51 54.403,+51 25 57.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07648052',09 44 30.710,+49 43 49.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07593197',09 26 23.378,+51 05 49.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07656135',09 47 14.431,+50 06 12.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J093921.05+494414.2',09 39 21.051,+49 44 14.25,7.0,7.0,65.0,65.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-07612940',09 32 45.766,+50 28 24.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07641299',09 42 16.358,+51 02 30.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J093813.07+514951.9',09 38 13.079,+51 49 51.95,7.0,7.0,106.0,94.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-07648338',09 44 36.156,+51 38 02.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07675975',09 53 50.028,+50 55 07.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07629772',09 38 24.432,+50 33 10.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07604193',09 30 03.379,+50 52 45.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07606679',09 30 48.175,+50 41 48.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07634963',09 40 07.579,+51 30 34.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'7C 092552.29+502646.00',09 29 15.4417,+50 13 35.978,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P'
b'USNO-A2.0 1350-07623396',09 36 19.798,+51 26 10.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07648892',09 44 46.370,+51 37 51.20,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07603317',09 29 47.335,+50 14 10.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'3FGL J0937.7+5008',09 37 12.3273,+50 08 52.097,9.0,9.0,0.550000011920929,0.3400000035762787,0.0,B,R,b'2011AJ....142...89P'
b'USNO-A2.0 1350-07667745',09 51 04.738,+51 44 15.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B0948+507A',09 51.5,+50 33,3.0,3.0,,,0.0,E,,b''
b'USNO-A2.0 1350-07665389',09 50 16.454,+51 06 20.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SBSS 0949+512',09 53 00.115,+50 58 51.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07625271',09 36 55.975,+50 26 02.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07603408',09 29 48.821,+49 42 16.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683417535632641067',09 41 38.119,+52 12 55.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SBSG 0946+501',09 49 31.5977,+49 55 20.050,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'USNO-A2.0 1350-07616018',09 33 48.094,+51 14 06.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J094005.15+510411.6',09 40 05.151,+51 04 11.66,7.0,7.0,50.0,47.0,0.0,C,O,b'2009yCat.2294....0A'
b'SDSS J092927.68+504809.3',09 29 27.684,+50 48 09.37,7.0,7.0,49.0,48.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-07600558',09 28 54.545,+49 56 20.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07666105',09 50 31.363,+50 39 55.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07601249',09 29 07.392,+49 58 41.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SBSS 0936+522',09 39 37.68,+52 01 43.4,6.0,6.0,,,0.0,C,O,b'2008ApJS..175..297A'
b'USNO-A2.0 1350-07641758',09 42 25.246,+51 12 24.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07660813',09 48 43.483,+50 35 52.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07613700',09 33 00.451,+50 16 45.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07671432',09 52 18.713,+51 19 57.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07653578',09 46 21.670,+51 58 06.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09324438+5009381',09 32 44.39,+50 09 38.2,6.0,6.0,360.0,330.0,99.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1350-07605099',09 30 20.779,+50 05 50.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B0939+520',09 42.8,+51 50,3.0,3.0,,,0.0,E,,b''
b'USNO-A2.0 1350-07664305',09 49 54.946,+51 25 17.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B0946+500',09 50.1,+49 46,3.0,3.0,,,0.0,E,,b''
b'5C  1.8',09 33 50.4,+51 13 52,5.0,5.0,,,0.0,D,,b''
b'USNO-A2.0 1350-07671118',09 52 12.816,+51 33 55.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B0951+520',09 55.2,+51 49,3.0,3.0,,,0.0,E,,b''
b'USNO-A2.0 1350-07666686',09 50 43.133,+50 09 49.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07632517',09 39 18.461,+50 40 24.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07594255',09 26 45.703,+50 22 05.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07658299',09 47 57.060,+51 10 31.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07369826',09 39 55.157,+58 29 12.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07325419',09 23 28.054,+55 33 18.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07328568',09 24 29.424,+57 43 18.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09565778+5642329',09 56 57.78,+56 42 32.9,6.0,6.0,140.0,140.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1425-07359946',09 36 13.483,+58 14 29.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2006b] J093625.7+553118',09 36 25.7,+55 31 18,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'SDSS J093751.90+555637.1',09 37 51.905,+55 56 37.14,7.0,7.0,96.0,91.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07347057',09 31 19.699,+55 48 40.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07351637',09 33 05.148,+57 17 31.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07382802',09 44 54.264,+57 55 03.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07328676',09 24 31.586,+57 37 11.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07412322',09 56 15.175,+57 28 02.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07391667',09 48 12.629,+57 25 31.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07347597',09 31 31.430,+57 04 33.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07407709',09 54 29.453,+56 56 03.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07418261',09 58 21.763,+57 18 19.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07369636',09 39 50.328,+58 23 19.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07366809',09 38 45.564,+56 02 30.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J093357+555510',09 33 56.471,+55 55 28.88,7.0,7.0,320.0,290.0,30.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1425-07324263',09 23 06.266,+56 02 25.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07344321',09 30 16.159,+56 48 14.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07375816',09 42 12.492,+57 31 08.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07324600',09 23 13.051,+56 02 04.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07373892',09 41 27.593,+56 44 34.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07380712',09 44 06.446,+56 59 48.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683276798144284701',09 50 21.060,+57 39 05.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07361604',09 36 48.797,+55 48 58.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2006b] J095326.5+573115',09 53 26.5,+57 31 15,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'USNO-A2.0 1425-07366316',09 38 34.879,+58 25 27.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07406991',09 54 13.164,+56 00 12.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07350747',09 32 44.602,+57 35 49.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07398317',09 50 47.681,+56 18 55.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07380081',09 43 52.838,+56 52 57.65,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07413807',09 56 48.293,+56 24 25.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07388428',09 46 59.266,+56 41 49.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07392665',09 48 36.072,+57 14 41.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07364701',09 37 59.196,+55 35 38.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07389848',09 47 32.585,+58 01 52.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07364623',09 37 57.101,+55 48 39.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07385099',09 45 44.729,+56 15 42.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07348352',09 31 50.429,+56 59 27.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07379005',09 43 28.325,+56 47 53.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07375620',09 42 07.882,+55 57 34.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07339741',09 28 34.212,+56 59 27.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09445159+5620377',09 44 51.5901,+56 20 37.765,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'USNO-A2.0 1425-07411976',09 56 06.713,+56 58 26.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07379792',09 43 46.505,+56 56 25.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07326080',09 23 39.797,+56 44 03.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'LEDA   28666',09 56 07.5,+58 18 02,5.0,5.0,,,0.0,D,O,b'2003A&A...412...45P'
b'USNO-A2.0 1425-07387702',09 46 43.550,+58 28 51.20,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07415751',09 57 27.518,+55 46 37.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07356641',09 35 00.360,+58 11 10.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683276811029186497',09 39 38.165,+56 02 37.39,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07319168',09 21 33.581,+58 19 28.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07384011',09 45 21.425,+57 58 08.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07354502',09 34 11.150,+58 02 03.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07328757',09 24 33.631,+57 38 01.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07329272',09 24 45.211,+57 41 29.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683311952451600683',09 55 50.543,+55 55 06.97,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07351007',09 32 50.513,+55 43 16.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07330953',09 25 22.982,+56 41 03.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07413874',09 56 49.051,+56 43 02.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07324940',09 23 19.632,+55 49 59.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07414338',09 56 58.846,+56 49 15.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07387078',09 46 29.354,+56 53 10.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07330647',09 25 15.701,+57 46 06.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07383934',09 45 19.622,+57 44 45.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07370935',09 40 21.540,+55 34 21.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07379216',09 43 32.993,+56 53 49.20,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07414805',09 57 08.213,+55 46 54.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07377792',09 42 59.119,+56 01 30.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07381762',09 44 30.125,+56 49 53.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07330376',09 25 09.386,+57 30 02.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07415415',09 57 20.762,+55 45 57.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07329906',09 24 58.870,+58 09 43.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2006b] J093548.1+555554',09 35 48.1,+55 55 54,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V'
b'2MASS J09243294+5729234',09 24 32.94,+57 29 23.4,6.0,6.0,200.0,180.0,11.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1425-07360166',09 36 17.498,+55 32 41.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09283726+5746275',09 28 37.26,+57 46 27.6,6.0,6.0,220.0,200.0,6.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1425-07331884',09 25 44.088,+55 42 26.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07392450',09 48 30.960,+57 46 34.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07359760',09 36 09.218,+57 40 14.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07414903',09 57 09.787,+57 38 08.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07356838',09 35 04.980,+55 56 50.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07352314',09 33 21.096,+55 49 49.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07346478',09 31 06.082,+57 29 14.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07381474',09 44 23.340,+57 46 42.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07416236',09 57 37.944,+55 54 12.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J102036.73+030143.0',10 20 36.735,+03 01 42.98,7.0,7.0,28.0,27.0,0.0,C,O,b'2012ApJS..203...21A'
b'SDSS J102408.42+035444.3',10 24 08.415,+03 54 44.25,7.0,7.0,19.0,16.0,0.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 0900-06679974',10 24 02.400,+02 20 35.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06661923',10 19 42.259,+01 31 42.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06683428',10 24 53.136,+02 02 11.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06671794',10 22 04.152,+02 04 53.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06673712',10 22 31.682,+03 32 50.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J101449.43+034908.6',10 14 49.427,+03 49 08.61,7.0,7.0,36.0,35.0,90.0,C,O,b'2012ApJS..203...21A'
b'PKS 1021+028',10 23 52.6,+02 33 19,5.0,5.0,,,0.0,D,,b''
b'USNO-A2.0 0900-06680941',10 24 16.152,+02 18 37.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06682331',10 24 36.828,+02 55 41.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J101325.46+035600.7',10 13 25.459,+03 56 00.68,7.0,7.0,130.0,101.0,90.0,C,O,b'2012ApJS..203...21A'
b'[VV2006c] J101517.5+083341',10 15 17.5513,+08 33 41.607,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'QSO B1023+078',10 26 05.1,+07 35 33,5.0,5.0,,,0.0,D,,b''
b'[GUL2013] J101741.40+074800.6',10 17 41.404,+07 48 00.41,7.0,7.0,84.0,80.0,90.0,C,O,b'2008ApJS..175..297A'
b'FIRST J102940.9+100410',10 29 40.931,+10 04 10.92,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'2MASS J10120777+0842353',10 12 07.7957,+08 42 35.101,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J10175531+0735233',10 17 55.3143,+07 35 23.202,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J10185089+0759217',10 18 50.845,+07 59 22.19,7.0,7.0,10.0,10.0,90.0,C,O,b'2013yCat.5139....0A'
b'SDSS J101051.24+085436.3',10 10 51.243,+08 54 36.35,7.0,7.0,50.0,49.0,0.0,C,O,b'2009yCat.2294....0A'
b'2MASS J10140925+0733430',10 14 09.2619,+07 33 42.951,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'1WGA J1014.9+0835',10 15 01.8263,+08 35 49.000,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J10171155+0833037',10 17 11.5444,+08 33 03.746,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASS J10123451+0833091',10 12 34.510,+08 33 09.12,7.0,7.0,180.0,140.0,88.0,B,N,b'2003yCat.2246....0C'
b'2MASS J10110860+1608561',10 11 08.61,+16 08 56.1,6.0,6.0,300.0,270.0,89.0,B,I,b'2003yCat.2246....0C'
b'GALEX 2746045692180958847',10 12 34.582,+16 05 26.64,7.0,7.0,66.0,62.0,90.0,C,O,b'2009yCat.2294....0A'
