MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Filename,QuasarProbability
b'USNO-A2.0 0975-06620723',10 59 12.173,+14 14 59.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1505.jpg,0.09855937212705612
b'GALEX 2698194976204916555',11 09 33.682,+16 25 00.42,7.0,7.0,72.0,53.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1506.jpg,0.8833336234092712
b'USNO-A2.0 1050-06433385',11 07 45.449,+16 02 17.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1507.jpg,2.1190604406287096e-15
b'USNO-A2.0 1050-06441537',11 09 59.942,+16 24 38.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1508.jpg,0.005620843730866909
b'USNO-A2.0 0975-06620582',10 59 10.078,+13 56 26.23,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1509.jpg,4.130534136947972e-09
b'USNO-A2.0 1050-06396966',10 57 28.714,+15 52 13.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1510.jpg,0.0001118310319725424
b'USNO-A2.0 0975-06629662',11 01 23.693,+14 08 44.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1511.jpg,3.769158921605731e-13
b'USNO-A2.0 0975-06625117',11 00 15.720,+13 57 32.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1512.jpg,2.1939683403360277e-10
b'USNO-A2.0 0975-06630273',11 01 33.763,+13 39 53.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1513.jpg,1.986407005460933e-05
b'USNO-A2.0 1050-06422482',11 04 42.766,+16 26 24.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1514.jpg,6.874955466029675e-11
b'USNO-A2.0 1050-06403037',10 59 05.323,+16 10 39.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1515.jpg,1.603719977996687e-12
b'USNO-A2.0 0975-06624363',11 00 04.927,+14 00 27.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1516.jpg,4.131134545559689e-08
b'USNO-A2.0 0975-06611674',10 56 57.718,+13 45 17.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1517.jpg,8.352353688678704e-06
b'GALEX 2698194980499884024',11 05 56.345,+15 28 30.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1518.jpg,0.012974116951227188
b'USNO-A2.0 1050-06401913',10 58 47.477,+16 11 32.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1519.jpg,0.04849398508667946
b'USNO-A2.0 0975-06618390',10 58 37.090,+14 20 18.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1520.jpg,9.495142307969218e-07
b'GALEX 2698265357833997202',10 57 13.038,+16 22 19.43,7.0,7.0,70.0,55.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1521.jpg,0.7393739223480225
b'USNO-A2.0 0975-06625207',11 00 16.850,+14 05 26.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1522.jpg,7.021093188086525e-05
b'USNO-A2.0 1050-06437343',11 08 46.918,+16 13 19.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1523.jpg,0.025873374193906784
b'GALEX 2698265327769226307',10 58 46.117,+16 27 13.14,7.0,7.0,70.0,58.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1524.jpg,0.7758966088294983
b'GALEX 2698194976204916552',11 07 22.955,+16 24 47.36,7.0,7.0,69.0,57.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1525.jpg,0.9330694675445557
b'GALEX 2698265327769226176',10 59 01.658,+16 25 24.18,7.0,7.0,70.0,58.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1526.jpg,0.6600399017333984
b'USNO-A2.0 1050-06388377',10 55 05.328,+16 28 02.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1527.jpg,1.2660639579092654e-14
b'USNO-A2.0 0975-06608205',10 56 04.836,+14 25 53.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1528.jpg,0.9658506512641907
b'GALEX 2698194976204915220',11 06 56.367,+16 03 44.46,7.0,7.0,75.0,72.0,86.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1529.jpg,0.9099577069282532
b'GALEX 2698265327769223782',10 58 48.747,+15 50 53.65,7.0,7.0,73.0,64.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1530.jpg,0.9316937327384949
b'USNO-A2.0 1050-06434855',11 08 08.873,+16 27 21.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1531.jpg,0.5737336277961731
b'GALEX 2698265357833996081',10 58 30.393,+16 05 54.40,7.0,7.0,66.0,58.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1532.jpg,0.9870184659957886
b'USNO-A2.0 0975-06617114',10 58 18.024,+14 22 02.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1533.jpg,1.6453686286707625e-12
b'USNO-A2.0 1050-06424541',11 05 18.773,+15 48 59.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1534.jpg,0.0008342710789293051
b'USNO-A2.0 1050-06426988',11 06 02.186,+15 56 01.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1535.jpg,1.2423696489349823e-06
b'USNO-A2.0 1050-06422477',11 04 42.533,+16 02 46.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1536.jpg,0.967369794845581
b'USNO-A2.0 1050-06399514',10 58 09.062,+16 03 53.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1537.jpg,1.68398049085108e-22
b'USNO-A2.0 0975-06614717',10 57 42.048,+13 52 54.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1538.jpg,2.219971819220068e-12
b'USNO-A2.0 1050-06392809',10 56 18.914,+15 33 38.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1539.jpg,5.498231257661246e-05
b'GALEX 2698406048077710743',10 54 45.213,+14 12 07.80,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_1540.jpg,0.6546849608421326
b'USNO-A2.0 1050-06436368',11 08 31.169,+15 37 47.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1541.jpg,0.0007601908873766661
b'USNO-A2.0 1050-06421511',11 04 26.383,+16 23 40.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1542.jpg,0.9781800508499146
b'USNO-A2.0 1050-06440056',11 09 34.704,+16 13 56.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1543.jpg,0.0008451580069959164
b'GALEX 2698406052372679117',10 57 13.585,+13 38 27.57,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_1544.jpg,0.9627311825752258
b'USNO-A2.0 1050-06433762',11 07 51.283,+15 11 25.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1545.jpg,1.780436361832464e-15
b'GALEX 2698194980499882263',11 06 16.135,+15 01 33.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1546.jpg,0.07564341276884079
b'USNO-A2.0 0975-06626307',11 00 34.445,+13 54 31.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1547.jpg,0.01484672725200653
b'USNO-A2.0 0975-06616775',10 58 12.902,+13 34 05.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1548.jpg,2.5167612438536935e-09
b'FIRST J110622.4+202135',11 06 22.40,+20 21 35.0,6.0,6.0,500.0,500.0,90.0,D,,b'1997ApJ...475..479W',./Images/QuasarCandidate_1549.jpg,1.2576866215141536e-09
b'SDSS J105343.73+212004.4',10 53 43.735,+21 20 04.48,7.0,7.0,385.0,184.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1550.jpg,0.0006823705043643713
b'USNO-A2.0 1125-06257302',11 09 44.808,+26 38 10.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1551.jpg,1.7354310263145711e-12
b'[VV2010] J110032.4+282657',11 00 32.446,+28 26 57.70,7.0,7.0,64.0,46.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1552.jpg,0.9099684953689575
b'USNO-A2.0 1125-06202535',10 53 54.034,+28 25 01.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1553.jpg,0.7917275428771973
b'USNO-A2.0 1125-06202776',10 53 58.378,+28 13 43.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1554.jpg,0.8350426554679871
b'USNO-A2.0 1125-06208386',10 55 38.914,+27 43 07.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1555.jpg,3.786549829384259e-15
b'USNO-A2.0 1125-06228102',11 01 28.562,+27 00 36.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1556.jpg,0.009548403322696686
b'USNO-A2.0 1125-06202576',10 53 54.581,+26 35 44.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1557.jpg,6.449704414990265e-08
b'GALEX 2684578619911570365',10 54 01.566,+27 28 26.44,7.0,7.0,57.0,52.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1558.jpg,0.8884264826774597
b'2MASS J11103358+2622224',11 10 33.59,+26 22 22.4,6.0,6.0,330.0,290.0,3.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_1559.jpg,0.1379922479391098
b'USNO-A2.0 1125-06246908',11 06 51.970,+27 03 49.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1560.jpg,0.00797552801668644
b'3FGL J1105.9+2814',11 06 07.2617,+28 12 47.065,9.0,9.0,0.4000000059604645,0.30000001192092896,0.0,B,R,b'2011AJ....142...89P',./Images/QuasarCandidate_1561.jpg,0.9067896008491516
b'USNO-A2.0 1125-06253390',11 08 41.489,+26 35 35.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1562.jpg,0.5621642470359802
b'GALEX 2687463721242988401',11 08 45.156,+26 40 25.81,7.0,7.0,6000.0,96.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1563.jpg,0.09088417887687683
b'USNO-A2.0 1125-06232816',11 02 49.087,+28 25 51.85,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1564.jpg,0.00108348298817873
b'USNO-A2.0 1125-06232759',11 02 48.038,+27 30 37.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1565.jpg,3.037075373413245e-07
b'USNO-A2.0 1125-06205878',10 54 51.358,+26 59 02.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1566.jpg,9.753602370210501e-09
b'USNO-A2.0 1125-06235848',11 03 40.588,+27 01 18.15,7.0,7.0,61.0,59.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1567.jpg,0.8565263152122498
b'[VV2000] J110838.3+255522',11 08 38.3122,+25 55 21.470,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_1568.jpg,0.8626513481140137
b'LEDA 1800167',11 07 58.8,+27 10 49,5.0,5.0,,,0.0,D,O,b'2003A&A...412...45P',./Images/QuasarCandidate_1569.jpg,1.5457450786016125e-07
b'USNO-A2.0 1125-06254958',11 09 08.470,+27 57 52.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1570.jpg,2.308581770193996e-08
b'USNO-A2.0 1125-06220500',10 59 15.984,+28 23 44.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1571.jpg,0.9718063473701477
b'USNO-A2.0 1125-06203397',10 54 09.600,+27 02 10.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1572.jpg,0.00013163867697585374
b'USNO-A2.0 1125-06234308',11 03 14.647,+26 47 12.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1573.jpg,0.0061692288145422935
b'USNO-A2.0 1125-06203698',10 54 14.585,+27 16 24.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1574.jpg,2.216990424130927e-06
b'USNO-A2.0 1125-06207515',10 55 22.111,+28 05 51.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1575.jpg,0.9194847345352173
b'2MASS J10563844+2813546',10 56 38.44,+28 13 54.6,6.0,6.0,370.0,300.0,3.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_1576.jpg,0.401241660118103
b'GALEX 2687463721242985013',11 08 38.991,+25 56 13.29,7.0,7.0,72.0,61.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1577.jpg,0.5188969373703003
b'USNO-A2.0 1125-06235357',11 03 32.359,+27 10 25.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1578.jpg,0.3477700650691986
b'GALEX 2687463721242986735',11 09 57.967,+26 17 54.61,7.0,7.0,63.0,45.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1579.jpg,0.9670558571815491
b'2MASS J10511576+2805271',10 51 15.763,+28 05 27.17,7.0,7.0,120.0,110.0,92.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_1580.jpg,0.178843155503273
b'USNO-A2.0 1125-06261579',11 10 45.990,+25 45 49.22,7.0,7.0,57.0,52.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1581.jpg,0.9229995012283325
b'[VV2000] J105426.3+263633',10 54 26.3589,+26 36 32.398,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_1582.jpg,0.9864024519920349
b'USNO-A2.0 1125-06225173',11 00 37.234,+28 24 37.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1583.jpg,9.103663135834328e-12
b'USNO-A2.0 1125-06243262',11 05 48.355,+27 57 03.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1584.jpg,0.6521161198616028
b'GALEX 2684578619911570423',10 55 33.237,+27 29 12.78,7.0,7.0,58.0,50.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1585.jpg,0.9498589634895325
b'USNO-A2.0 1125-06242734',11 05 39.298,+27 14 17.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1586.jpg,3.3525677281431854e-05
b'QSO J1054+2536',10 54 27.1709,+25 36 00.757,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_1587.jpg,0.5963001251220703
b'USNO-A2.0 1125-06256873',11 09 38.959,+26 04 13.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1588.jpg,4.749111042201548e-07
b'SDSS J105754.25+275947.5',10 57 54.249,+27 59 47.54,7.0,7.0,57.0,53.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1589.jpg,0.44276002049446106
b'[VV2010c] J105712.7+273723',10 57 12.650,+27 37 23.42,7.0,7.0,11.0,10.0,0.0,C,O,b'2013yCat.5139....0A',./Images/QuasarCandidate_1590.jpg,0.8858963251113892
b'USNO-A2.0 1125-06201212',10 53 30.778,+27 48 44.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1591.jpg,1.3517640340410253e-08
b'GALEX 2684578619911572597',10 54 48.688,+27 57 49.65,7.0,7.0,55.0,51.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1592.jpg,0.8017681241035461
b'2MASS J10522693+2625555',10 52 26.93,+26 25 55.6,6.0,6.0,160.0,150.0,177.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_1593.jpg,0.0013676005182787776
b'USNO-A2.0 1125-06255489',11 09 17.436,+28 16 01.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1594.jpg,0.010277081280946732
b'USNO-A2.0 1125-06211732',10 56 40.670,+26 42 19.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1595.jpg,0.02199757844209671
b'2MASS J10544085+2733062',10 54 40.840,+27 33 06.44,7.0,7.0,58.0,51.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1596.jpg,0.16299079358577728
b'USNO-A2.0 1125-06228079',11 01 28.334,+28 05 25.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1597.jpg,1.5756656068788288e-07
b'USNO-A2.0 1125-06254143',11 08 54.247,+26 48 06.23,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1598.jpg,1.0759712565366897e-10
b'USNO-A2.0 1125-06203368',10 54 09.161,+26 59 28.56,7.0,7.0,53.0,46.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1599.jpg,0.9549724459648132
b'USNO-A2.0 1125-06207970',10 55 30.996,+28 09 47.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1600.jpg,0.9695387482643127
b'USNO-A2.0 1125-06218559',10 58 40.080,+27 57 12.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1601.jpg,0.5485770106315613
b'USNO-A2.0 1125-06186567',10 49 12.511,+26 33 12.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1602.jpg,1.1267772492828954e-08
b'USNO-A2.0 1125-06256989',11 09 40.690,+26 00 20.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1603.jpg,0.003985620569437742
b'USNO-A2.0 1125-06237979',11 04 17.995,+28 09 28.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1604.jpg,2.531712652853457e-07
b'USNO-A2.0 1125-06258437',11 10 01.322,+28 08 59.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1605.jpg,0.9460262656211853
b'GALEX 2684578624206537058',10 52 07.636,+28 11 59.97,7.0,7.0,57.0,54.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1606.jpg,0.920021116733551
b'2MASS J10554628+2757214',10 55 46.28,+27 57 21.5,6.0,6.0,280.0,240.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_1607.jpg,0.9986650943756104
b'GALEX 2684578637091439370',10 54 09.128,+26 36 47.20,7.0,7.0,63.0,57.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1608.jpg,0.9097838997840881
b'USNO-A2.0 1125-06242025',11 05 27.096,+26 41 23.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1609.jpg,3.18146252615073e-15
b'2MASS J11001154+2738138',11 00 11.54,+27 38 13.9,6.0,6.0,310.0,230.0,177.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_1610.jpg,0.651615560054779
b'GALEX 2684578611321637188',10 49 38.546,+26 42 55.95,7.0,7.0,62.0,60.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1611.jpg,0.965906023979187
b'GALEX 2687498892730174863',10 59 14.228,+27 17 46.69,7.0,7.0,52.0,45.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1612.jpg,0.9360193014144897
b'USNO-A2.0 1125-06235197',11 03 29.880,+27 39 05.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1613.jpg,0.02188374288380146
b'USNO-A2.0 1125-06228643',11 01 37.502,+27 58 15.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1614.jpg,5.4724051068433255e-08
b'GALEX 2687463742717821275',11 09 51.562,+27 45 44.03,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1615.jpg,0.0057706767693161964
b'USNO-A2.0 1125-06197577',10 52 25.171,+27 45 27.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1616.jpg,0.898669421672821
b'USNO-A2.0 1125-06245370',11 06 25.510,+27 52 14.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1617.jpg,0.9430345296859741
b'USNO-A2.0 1125-06249087',11 07 27.266,+28 12 22.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1618.jpg,0.0004078864003531635
b'USNO-A2.0 1125-06244288',11 06 06.991,+27 08 59.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1619.jpg,2.295507737343737e-14
b'USNO-A2.0 1125-06240564',11 05 02.815,+28 02 35.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1620.jpg,4.521246710353921e-10
b'[VV2010] J110104.2+281512',11 01 04.213,+28 15 12.60,7.0,7.0,55.0,53.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1621.jpg,0.8747408986091614
b'USNO-A2.0 1125-06201451',10 53 34.795,+27 24 04.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1622.jpg,0.055572137236595154
b'2MASS J10582989+2817460',10 58 29.8949,+28 17 46.212,9.0,9.0,0.4399999976158142,0.41999998688697815,0.0,B,R,b'2011AJ....142...89P',./Images/QuasarCandidate_1623.jpg,0.8138539791107178
b'USNO-A2.0 1125-06254209',11 08 55.452,+27 40 52.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1624.jpg,5.632489266660379e-12
b'GALEX 2684578628501504978',10 56 16.539,+28 29 40.59,7.0,7.0,55.0,55.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1625.jpg,0.7244995832443237
b'USNO-A2.0 1125-06198462',10 52 41.174,+27 31 29.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1626.jpg,1.0218174084641873e-09
b'USNO-A2.0 1125-06228092',11 01 28.526,+28 26 49.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1627.jpg,1.6297144840235478e-12
b'[VV2010] J110137.0+263334',11 01 37.036,+26 33 34.60,7.0,7.0,77.0,64.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1628.jpg,0.9326378107070923
b'USNO-A2.0 1125-06198535',10 52 42.679,+28 03 17.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1629.jpg,0.10182487219572067
b'USNO-A2.0 1125-06213331',10 57 07.752,+27 07 52.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1630.jpg,0.2941729724407196
b'USNO-A2.0 1125-06239670',11 04 47.040,+28 19 31.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1631.jpg,3.1308220460601888e-09
b'USNO-A2.0 1125-06215879',10 57 52.577,+27 08 00.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1632.jpg,9.723523362481501e-06
b'USNO-A2.0 1125-06209234',10 55 53.474,+27 34 51.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1633.jpg,2.443445736762933e-16
b'USNO-A2.0 1125-06255809',11 09 23.088,+26 09 30.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1634.jpg,2.853617843356915e-06
b'AGC 731538',11 01 45.798,+27 16 47.95,7.0,7.0,220.0,216.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1635.jpg,1.8881300967166226e-09
b'GALEX 2687463742717822770',11 08 39.373,+28 08 11.44,7.0,7.0,61.0,49.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1636.jpg,0.9239242672920227
b'USNO-A2.0 1125-06252023',11 08 18.005,+26 12 43.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1637.jpg,0.7299845814704895
b'USNO-A2.0 1125-06208889',10 55 47.804,+26 23 35.74,7.0,7.0,73.0,60.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1638.jpg,0.8248858451843262
b'USNO-A2.0 1125-06209531',10 55 59.335,+28 00 41.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1639.jpg,7.406634949802537e-08
b'GALEX 2684578628501504715',10 55 42.537,+28 25 41.47,7.0,7.0,56.0,55.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1640.jpg,0.8975245356559753
b'USNO-A2.0 1125-06236925',11 03 59.849,+27 28 36.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1641.jpg,8.093595780557516e-13
b'USNO-A2.0 1125-06223926',11 00 16.222,+26 53 59.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1642.jpg,7.433202664497429e-11
b'GALEX 2684578624206536873',10 51 06.556,+28 07 36.86,7.0,7.0,57.0,55.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1643.jpg,0.8860712051391602
b'USNO-A2.0 1125-06213892',10 57 16.783,+26 41 34.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_1644.jpg,9.535629033052828e-06
b'GALEX 2687463716948020592',11 10 13.239,+25 39 20.28,7.0,7.0,57.0,52.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_1645.jpg,0.8360033631324768
b'[VV2000] J105426.5+270317',10 54 26.5903,+27 03 17.391,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_1646.jpg,0.9948762059211731
