MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Filename,QuasarProbability
b'USNO-A2.0 0900-07696166',14 29 34.241,+02 28 09.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4562.jpg,4.412919387560612e-20
b'USNO-A2.0 0900-07652380',14 21 03.934,+03 48 51.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4563.jpg,1.350035105929237e-08
b'USNO-A2.0 0900-07611282',14 13 03.360,+03 13 56.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4564.jpg,0.14840252697467804
b'USNO-A2.0 0900-07698534',14 30 00.322,+03 24 09.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4565.jpg,3.504400380993644e-10
b'USNO-A2.0 0900-07698086',14 29 55.615,+03 10 44.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4566.jpg,4.5334995658766544e-14
b'USNO-A2.0 0900-07637221',14 18 15.266,+03 16 47.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4567.jpg,2.431232298816255e-13
b'USNO-A2.0 0900-07644009',14 19 27.574,+03 02 09.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4568.jpg,0.8986656665802002
b'GALEX 2429483229253740012',14 15 34.440,+03 59 46.03,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4569.jpg,5.249454716249602e-06
b'USNO-A2.0 0900-07657590',14 22 05.314,+04 25 43.25,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4570.jpg,0.5956263542175293
b'USNO-A2.0 0900-07649888',14 20 33.804,+04 26 40.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4571.jpg,0.04686940461397171
b'USNO-A2.0 0900-07694152',14 29 13.411,+04 06 41.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4572.jpg,2.8722162426220166e-08
b'USNO-A2.0 0900-07687219',14 27 55.325,+03 27 13.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4573.jpg,9.308194421464577e-06
b'USNO-A2.0 0900-07641372',14 18 59.789,+03 40 26.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4574.jpg,0.010823124088346958
b'USNO-A2.0 0900-07653731',14 21 19.416,+04 10 53.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4575.jpg,0.5156852602958679
b'USNO-A2.0 0900-07696686',14 29 40.022,+04 04 09.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4576.jpg,2.8390892111929134e-05
b'QSO B1407+022',14 10 04.6560,+02 03 06.913,8.0,8.0,0.3400000035762787,0.3199999928474426,0.0,B,R,b'2005AJ....129.1163P',./Images/QuasarCandidate_4577.jpg,0.9245458841323853
b'USNO-A2.0 0900-07647859',14 20 07.879,+02 43 55.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4578.jpg,7.126118584110941e-10
b'GALEX 2429377676137467627',14 17 46.469,+04 20 34.94,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_4579.jpg,0.8722900152206421
b'USNO-A2.0 0900-07680140',14 26 31.690,+02 36 42.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4580.jpg,0.10385698825120926
b'USNO-A2.0 0900-07650958',14 20 46.834,+02 23 03.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4581.jpg,1.1946380595873052e-07
b'GALEX 2429377676137464834',14 19 24.137,+04 05 59.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4582.jpg,0.0006266864365898073
b'USNO-A2.0 0900-07660719',14 22 42.732,+02 59 40.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4583.jpg,1.7117248773956817e-07
b'USNO-A2.0 0900-07611259',14 13 03.034,+03 24 37.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4584.jpg,0.1699535995721817
b'USNO-A2.0 0900-07650253',14 20 38.628,+03 25 27.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4585.jpg,4.428925706179143e-07
b'USNO-A2.0 0900-07609577',14 12 43.702,+03 54 08.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4586.jpg,0.81967693567276
b'USNO-A2.0 0900-07677863',14 26 04.476,+03 28 16.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4587.jpg,0.9024680256843567
b'USNO-A2.0 0900-07691950',14 28 49.250,+04 07 29.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4588.jpg,6.990229922676505e-11
b'USNO-A2.0 0900-07684725',14 27 26.388,+03 29 39.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4589.jpg,7.152409914334967e-11
b'USNO-A2.0 0900-07657084',14 21 59.155,+02 42 23.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4590.jpg,0.9281103014945984
b'USNO-A2.0 0900-07656785',14 21 55.610,+02 32 28.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4591.jpg,2.4876649717953114e-07
b'USNO-A2.0 0900-07660150',14 22 35.952,+03 14 06.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4592.jpg,0.8238416910171509
b'USNO-A2.0 0900-07669323',14 24 26.160,+02 30 10.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4593.jpg,3.400653667995357e-06
b'2MASS J14263176+0320333',14 26 31.77,+03 20 33.3,6.0,6.0,170.0,160.0,82.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_4594.jpg,3.284114646895375e-10
b'USNO-A2.0 0900-07697946',14 29 54.022,+03 46 23.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4595.jpg,0.361563503742218
b'USNO-A2.0 0975-07431843',14 17 03.809,+07 32 16.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4596.jpg,4.337028132461729e-12
b'SDSS J141114.21+080642.8',14 11 14.214,+08 06 42.78,7.0,7.0,37.0,33.0,90.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_4597.jpg,0.005651289597153664
b'2MASS J14204672+0827222',14 20 46.728,+08 27 22.26,7.0,7.0,180.0,140.0,97.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4598.jpg,0.5964998006820679
b'GALEX 2657873668611245924',14 27 05.364,+09 18 37.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4599.jpg,0.8766147494316101
b'2E 1427.4+1034',14 29 54.243,+10 20 56.37,7.0,7.0,10.0,10.0,90.0,C,O,b'2013yCat.5139....0A',./Images/QuasarCandidate_4600.jpg,0.8012698888778687
b'SDSS J142331.20+075447.0',14 23 31.205,+07 54 47.08,7.0,7.0,120.0,113.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4601.jpg,0.004410157445818186
b'USNO-A2.0 0975-07490295',14 28 38.095,+10 02 52.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4602.jpg,0.6688134074211121
b'GALEX 2658014388919731453',14 17 21.274,+07 30 50.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4603.jpg,5.2084775904672094e-15
b'[MHW2009] J141123.0+080042',14 11 23.074,+08 00 42.38,7.0,7.0,56.0,54.0,90.0,C,O,b'2008ApJS..175..297A',./Images/QuasarCandidate_4604.jpg,0.7849716544151306
b'USNO-A2.0 0975-07454934',14 21 31.212,+07 31 28.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4605.jpg,1.5844222440468598e-16
b'USNO-A2.0 0975-07461853',14 22 57.648,+07 31 22.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4606.jpg,3.332984332971023e-09
b'USNO-A2.0 0975-07417879',14 14 02.738,+07 54 58.36,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4607.jpg,0.0023277292493730783
b'GALEX 2658014388919732727',14 14 03.822,+07 42 20.32,7.0,7.0,54.0,50.0,86.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4608.jpg,0.9465888738632202
b'2MASS J14212969+0938328',14 21 29.69,+09 38 32.9,6.0,6.0,210.0,170.0,1.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_4609.jpg,0.1928848922252655
b'SDSS J142337.98+084622.9',14 23 37.989,+08 46 22.92,7.0,7.0,48.0,48.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4610.jpg,0.9499967098236084
b'USNO-A2.0 0975-07481465',14 26 56.453,+09 47 53.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4611.jpg,1.2420876738976957e-14
b'SDSS J141901.95+074350.8',14 19 01.954,+07 43 50.89,7.0,7.0,105.0,101.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4612.jpg,0.00997804757207632
b'USNO-A2.0 0975-07482570',14 27 09.266,+10 20 30.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4613.jpg,1.8899975202657515e-06
b'2MASS J14201493+0801157',14 20 14.935,+08 01 15.80,7.0,7.0,200.0,180.0,15.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4614.jpg,0.44411373138427734
b'2MASS J14174477+0747483',14 17 44.772,+07 47 48.35,7.0,7.0,90.0,80.0,86.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4615.jpg,0.03537512198090553
b'SDSS J141441.06+083852.2',14 14 41.069,+08 38 52.27,7.0,7.0,10.0,10.0,90.0,C,O,b'2013yCat.5139....0A',./Images/QuasarCandidate_4616.jpg,0.7507119178771973
b'USNO-A2.0 0975-07417023',14 13 51.533,+07 42 46.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4617.jpg,0.0005804155371151865
b'USNO-A2.0 0975-07428077',14 16 15.581,+08 24 38.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4618.jpg,6.479326004052873e-18
b'2MASS J14174708+1006528',14 17 47.087,+10 06 52.86,7.0,7.0,150.0,130.0,4.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4619.jpg,0.24989792704582214
b'2MASS J14244234+1013228',14 24 42.35,+10 13 22.9,6.0,6.0,250.0,230.0,17.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_4620.jpg,0.25889554619789124
b'USNO-A2.0 0975-07417943',14 14 03.492,+08 18 03.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4621.jpg,2.8717567874484567e-15
b'2MASS J14112845+0929034',14 11 28.454,+09 29 03.45,7.0,7.0,230.0,180.0,80.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4622.jpg,0.5204175710678101
b'USNO-A2.0 0975-07455268',14 21 35.434,+07 39 25.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4623.jpg,2.082511138361276e-14
b'GALEX 2657873672906213399',14 28 26.830,+08 30 40.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4624.jpg,0.0015541050815954804
b'USNO-A2.0 0975-07427077',14 16 03.146,+08 16 17.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4625.jpg,3.002261186511e-14
b'USNO-A2.0 0975-07495147',14 29 33.660,+08 25 11.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4626.jpg,2.6918833100353368e-06
b'USNO-A2.0 0975-07419714',14 14 26.083,+07 36 30.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4627.jpg,1.7583802252793546e-13
b'2MASS J14175860+0916097',14 17 58.608,+09 16 09.71,7.0,7.0,170.0,140.0,4.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4628.jpg,0.1592717170715332
b'2MASS J14160696+0819555',14 16 06.967,+08 19 55.53,7.0,7.0,250.0,220.0,163.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4629.jpg,0.7442524433135986
b'USNO-A2.0 0975-07419801',14 14 27.017,+08 17 20.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4630.jpg,1.8930088607760354e-09
b'USNO-A2.0 0975-07488694',14 28 20.167,+08 30 15.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4631.jpg,1.0369909659857512e-06
b'USNO-A2.0 0975-07479617',14 26 34.656,+07 38 13.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4632.jpg,1.3081042880003224e-06
b'2MASS J14280376+0955432',14 28 03.766,+09 55 43.30,7.0,7.0,150.0,130.0,91.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4633.jpg,0.0009491972159594297
b'USNO-A2.0 0975-07491246',14 28 49.109,+08 33 33.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4634.jpg,3.358212319337639e-11
b'USNO-A2.0 0975-07491574',14 28 52.944,+09 32 52.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4635.jpg,3.734741767402738e-05
b'USNO-A2.0 0975-07416718',14 13 47.794,+07 53 30.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4636.jpg,0.964474081993103
b'USNO-A2.0 0975-07474141',14 25 28.483,+10 12 45.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4637.jpg,0.00020681985188275576
b'USNO-A2.0 0975-07430742',14 16 49.457,+08 15 36.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4638.jpg,3.380131938235387e-11
b'2MASS J14220935+0902439',14 22 09.351,+09 02 43.95,7.0,7.0,70.0,70.0,73.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4639.jpg,9.581673657521605e-05
b'GALEX 2657873668611245433',14 28 03.852,+09 13 18.81,7.0,7.0,60.0,57.0,104.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4640.jpg,0.9156747460365295
b'USNO-A2.0 0975-07416858',14 13 49.524,+07 55 53.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4641.jpg,0.04167995601892471
b'USNO-A2.0 0975-07476509',14 25 56.470,+07 38 01.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4642.jpg,4.964227813541999e-13
b'2MASS J14181585+1017034',14 18 15.851,+10 17 03.42,7.0,7.0,210.0,180.0,11.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4643.jpg,0.8081094622612
b'GALEX 2658014388919735899',14 17 10.162,+08 14 51.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4644.jpg,4.182384419262192e-15
b'2MASS J14154878+0903546',14 15 48.782,+09 03 54.63,7.0,7.0,290.0,230.0,6.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_4645.jpg,0.9966540336608887
b'USNO-A2.0 0975-07494227',14 29 23.066,+08 09 53.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4646.jpg,7.86974032962462e-06
b'USNO-A2.0 0975-07472684',14 25 10.759,+10 22 46.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4647.jpg,9.446909098187461e-05
b'GALEX 2658014388919736018',14 14 43.565,+08 16 57.07,7.0,7.0,61.0,56.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4648.jpg,0.6395704746246338
b'USNO-A2.0 0975-07416536',14 13 45.314,+08 12 27.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4649.jpg,2.3435717810826873e-09
b'2MASS J14245652+1014514',14 24 56.53,+10 14 51.5,6.0,6.0,300.0,300.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_4650.jpg,0.9486716389656067
b'USNO-A2.0 0975-07496442',14 29 49.212,+09 40 46.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4651.jpg,4.011560235470807e-13
b'SDSS J141253.29+101717.0',14 12 53.292,+10 17 17.08,7.0,7.0,51.0,51.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4652.jpg,0.6844438910484314
b'USNO-A2.0 0975-07415674',14 13 33.823,+08 10 57.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4653.jpg,0.02491791732609272
b'USNO-A2.0 0975-07497760',14 30 04.229,+08 26 16.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4654.jpg,1.628912826845408e-08
b'USNO-A2.0 0975-07431947',14 17 04.961,+07 39 27.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4655.jpg,0.00013207145093474537
b'USNO-A2.0 0975-07484806',14 27 35.326,+10 25 39.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4656.jpg,9.42093070221972e-10
b'USNO-A2.0 0975-07476723',14 25 59.184,+09 19 18.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4657.jpg,0.00017090259643737227
b'USNO-A2.0 0975-07415553',14 13 31.958,+08 00 19.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4658.jpg,3.284925716856568e-12
b'GALEX 2658014388919732015',14 13 48.820,+07 36 25.49,7.0,7.0,55.0,49.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4659.jpg,0.8647633194923401
b'GALEX 2658014388919735572',14 16 24.058,+08 11 23.72,7.0,7.0,61.0,58.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4660.jpg,0.96141517162323
b'GALEX 2657873668611247690',14 27 23.751,+09 33 49.78,7.0,7.0,56.0,49.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4661.jpg,0.9783695340156555
b'USNO-A2.0 0975-07479504',14 26 33.173,+07 38 24.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4662.jpg,1.2063952778053078e-16
b'[VV2010c] J142608.6+100423',14 26 08.579,+10 04 23.09,7.0,7.0,50.0,46.0,110.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4663.jpg,8.369640454475302e-06
b'USNO-A2.0 0975-07494515',14 29 26.453,+09 33 51.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4664.jpg,0.1832394152879715
b'GALEX 2658014388919733960',14 14 02.541,+07 54 32.28,7.0,7.0,56.0,46.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4665.jpg,0.9174542427062988
b'2MASS J14123747+0744258',14 12 37.473,+07 44 25.85,7.0,7.0,250.0,230.0,47.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_4666.jpg,2.664740532054566e-05
b'USNO-A2.0 0975-07449834',14 20 27.240,+07 30 26.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4667.jpg,0.0034322941210120916
b'GALEX 2658014388919733376',14 14 36.007,+07 48 48.69,7.0,7.0,56.0,46.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4668.jpg,0.9585558772087097
b'USNO-A2.0 0975-07415435',14 13 30.694,+07 36 23.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4669.jpg,5.673859604371501e-09
b'USNO-A2.0 0975-07477771',14 26 11.789,+10 14 20.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4670.jpg,2.0405781508969767e-09
b'2MASX J14190832+0754499',14 19 08.328,+07 54 49.91,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_4671.jpg,5.688872883191655e-26
b'USNO-A2.0 0975-07435423',14 17 48.346,+07 51 02.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_4672.jpg,0.7119570374488831
b'NVSS J141341+150939',14 13 41.6589,+15 09 39.524,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P',./Images/QuasarCandidate_4673.jpg,0.0016051053535193205
b'QSO B1423+146',14 25 49.0184,+14 24 56.921,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P',./Images/QuasarCandidate_4674.jpg,0.9022663235664368
b'SDSS J141042.40+155334.9',14 10 42.409,+15 53 34.95,7.0,7.0,135.0,125.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4675.jpg,0.0007272737566381693
b'NVSS J141154+213424',14 11 54.8622,+21 34 23.437,9.0,9.0,0.6100000143051147,0.02199999988079071,0.0,A,R,b'2004AJ....127.3587F',./Images/QuasarCandidate_4676.jpg,0.00024524598848074675
b'SDSS J142305.22+205407.7',14 23 05.229,+20 54 07.70,7.0,7.0,139.0,120.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4677.jpg,0.0008576951222494245
b'SDSS J141332.54+204357.1',14 13 32.546,+20 43 57.11,7.0,7.0,79.0,61.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4678.jpg,0.020428583025932312
b'NVSS J140919+213919',14 09 19.018,+21 39 14.84,7.0,7.0,163.0,123.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4679.jpg,0.001378241111524403
b'[CSC85] 1408.3+2671',14 10 35.4,+26 28 27,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4680.jpg,0.0005710168043151498
b'[CSC85] 1408.9+2671',14 11 09.6,+26 28 42,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4681.jpg,0.0012451130896806717
b'[CSC85] 1408.4+2672',14 10 40.5,+26 28 49,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4682.jpg,9.274187959817937e-07
b'7C 1427+2621',14 29 50.9131,+26 07 50.315,9.0,9.0,12.0,12.0,90.0,B,R,b'1992MNRAS.254..655P',./Images/QuasarCandidate_4683.jpg,0.9939067959785461
b'[CSC85] 1409.2+2667',14 11 25.8,+26 26 19,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4684.jpg,7.052428082574827e-17
b'SDSS J141128.23+270405.6',14 11 28.236,+27 04 05.62,7.0,7.0,53.0,49.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4685.jpg,0.9202368855476379
b'[CSC85] 1407.7+2633',14 09 56.9,+26 05 43,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4686.jpg,2.2069504268529272e-07
b'[CSC85] 1408.4+2689',14 10 36.9,+26 39 04,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4687.jpg,3.079225649417136e-14
b'[CSC85] 1408.0+2626',14 10 14.1,+26 01 32,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4688.jpg,0.00019393891852814704
b'[CSC85] 1407.7+2619',14 09 57.6,+25 57 02,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4689.jpg,0.09434635192155838
b'2E  3273',14 27 35.6003,+26 32 14.646,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_4690.jpg,0.5649673342704773
b'QSO J1416+2649',14 16 17.3732,+26 49 06.240,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_4691.jpg,0.9555989503860474
b'2XMM J140903.5+262559',14 09 03.553,+26 25 59.12,7.0,7.0,55.0,54.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4692.jpg,0.9425537586212158
b'[CSC85] 1406.9+2642',14 09 08.4,+26 11 05,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4693.jpg,1.2779074495483655e-05
b'[CSC85] 1407.1+2647',14 09 21.4,+26 14 12,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4694.jpg,0.0005147561896592379
b'QSO B1408+269',14 10 18.4,+26 43 40,5.0,5.0,,,0.0,C,O,b'2010A&A...518A..10V',./Images/QuasarCandidate_4695.jpg,0.01180766150355339
b'2XMM J141012.3+261453',14 10 12.436,+26 14 53.43,7.0,7.0,61.0,58.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4696.jpg,0.2646220028400421
b'[CSC85] 1407.5+2669',14 09 48.9,+26 27 04,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4697.jpg,7.091495035638218e-07
b'[CSC85] 1408.8+2624',14 11 03.0,+26 00 10,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4698.jpg,0.0006472412496805191
b'SDSS J141920.36+261826.6',14 19 20.368,+26 18 26.60,7.0,7.0,58.0,53.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4699.jpg,0.2369183748960495
b'QSO B1407+264',14 09 49.042,+26 13 47.31,7.0,7.0,56.0,49.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4700.jpg,0.9579235911369324
b'2XMM J140906.2+262009',14 09 06.180,+26 20 09.91,7.0,7.0,58.0,57.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_4701.jpg,0.9348910450935364
b'[CSC85] 1408.3+2672',14 10 34.7,+26 28 54,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4702.jpg,2.1638761893427727e-07
b'[CSC85] 1407.6+2637',14 09 53.2,+26 08 01,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4703.jpg,7.666238525416702e-05
b'[VV98] J142114.0+282453',14 21 14.0556,+28 24 52.786,10.0,10.0,3.3199999332427983,2.2799999713897705,0.0,A,R,b'2013AJ....146....5P',./Images/QuasarCandidate_4704.jpg,0.8827207088470459
b'[CSC85] 1408.4+2678',14 10 41.5,+26 32 46,5.0,5.0,,,0.0,D,,b'',./Images/QuasarCandidate_4705.jpg,1.248990884050727e-07
